504 504 136
0;0;2.981914e+01
1;2;2.981914e+01
2;5;2.981914e+01
3;9;2.981914e+01
4;14;2.614459e+01
5;20;2.614459e+01
6;27;7.911840e+00
7;35;7.911840e+00
8;44;2.981914e+01
9;54;2.981914e+01
10;65;2.981914e+01
11;77;2.981914e+01
12;90;2.614459e+01
13;104;2.614459e+01
14;119;7.911840e+00
15;135;7.911840e+00
16;152;1.862821e+01
17;170;1.862821e+01
18;189;1.862821e+01
19;209;1.862821e+01
20;230;1.737985e+01
21;252;1.737985e+01
22;275;1.737985e+01
23;299;1.737985e+01
24;324;1.687003e+01
25;350;1.687003e+01
26;377;7.911840e+00
27;405;7.911840e+00
28;434;2.825657e+01
29;464;2.825657e+01
30;495;1.531447e+00
32;55;1.531447e+00
33;89;1.531447e+00
34;124;6.153653e+00
35;160;6.153653e+00
39;314;6.153653e+00
40;355;6.153653e+00
41;397;6.153653e+00
42;440;6.153653e+00
47;165;3.516373e+00
51;367;3.516373e+00
52;420;3.516373e+00
55;80;3.516373e+00
57;195;3.516373e+00
58;254;3.516373e+00
62;500;7.911840e+00
65;190;3.516373e+00
66;257;3.516373e+00
67;325;3.516373e+00
72;175;7.911840e+00
80;290;3.516373e+00
81;372;3.516373e+00
82;455;3.516373e+00
84;119;2.614459e+01
88;469;2.614459e+01
93;424;2.614459e+01
95;110;2.614459e+01
97;305;9.511840e+00
98;404;9.511840e+00
102;305;9.511840e+00
107;330;9.511840e+00
108;439;9.511840e+00
110;155;9.511840e+00
111;267;2.790277e+01
112;380;2.790277e+01
113;494;2.790277e+01
119;189;2.790277e+01
120;310;2.790277e+01
121;432;2.790277e+01
128;304;9.511840e+00
129;434;9.511840e+00
131;192;9.511840e+00
135;225;9.511840e+00
136;362;9.511840e+00
139;274;9.511840e+00
143;339;3.516373e+00
146;272;3.516373e+00
150;365;3.516373e+00
154;474;3.516373e+00
156;282;3.516373e+00
157;440;3.516373e+00
160;415;9.511840e+00
162;235;9.511840e+00
168;224;9.511840e+00
169;394;9.511840e+00
172;405;9.511840e+00
175;425;9.511840e+00
178;454;6.153653e+00
180;310;6.153653e+00
181;492;6.153653e+00
188;279;7.911840e+00
194;424;1.214282e+02
196;312;1.214282e+02
201;302;1.214282e+02
204;409;1.142821e+01
206;317;1.142821e+01
211;357;1.142821e+01
220;290;1.214282e+02
222;230;1.214282e+02
223;454;1.214282e+02
227;350;1.142821e+01
229;304;1.142821e+01
231;262;1.142821e+01
238;399;1.214282e+02
240;375;1.214282e+02
242;355;1.214282e+02
252;315;1.214282e+02
254;319;1.214282e+02
258;339;1.214282e+02
262;375;1.214282e+02
264;399;1.214282e+02
266;427;1.214282e+02
273;304;9.511840e+00
275;350;9.511840e+00
282;290;9.511840e+00
286;422;1.142821e+01
291;357;1.142821e+01
298;409;1.142821e+01
301;302;9.511840e+00
306;312;9.511840e+00
308;424;9.511840e+00
324;454;7.911840e+00
327;425;7.911840e+00
330;405;7.911840e+00
336;392;6.153653e+00
345;440;6.153653e+00
348;474;6.153653e+00
352;365;1.214282e+02
358;484;1.214282e+02
365;500;1.214282e+02
373;434;1.214282e+02
377;425;1.214282e+02
381;432;1.214282e+02
399;409;2.981914e+01
440;500;2.981914e+01
449;474;1.214282e+02
