504 504 251
0;0;2.981914e+01
1;1;2.981914e+01
2;2;2.981914e+01
3;3;2.981914e+01
4;4;2.614459e+01
5;5;2.614459e+01
6;6;7.911840e+00
7;7;7.911840e+00
8;8;2.981914e+01
9;9;2.981914e+01
10;10;2.981914e+01
11;11;2.981914e+01
12;12;2.614459e+01
13;13;2.614459e+01
14;14;7.911840e+00
15;15;7.911840e+00
16;16;1.862821e+01
17;17;1.862821e+01
18;18;1.862821e+01
19;19;1.862821e+01
20;20;1.737985e+01
21;21;1.737985e+01
22;22;1.737985e+01
23;23;1.737985e+01
24;24;1.687003e+01
25;25;1.687003e+01
26;26;7.911840e+00
27;27;7.911840e+00
28;28;2.825657e+01
29;29;2.825657e+01
30;30;1.531447e+00
31;31;1.531447e+00
32;32;1.531447e+00
33;33;6.153653e+00
34;34;6.153653e+00
38;38;6.153653e+00
39;39;6.153653e+00
40;40;6.153653e+00
41;41;6.153653e+00
45;45;3.516373e+00
49;49;3.516373e+00
50;50;3.516373e+00
52;52;3.516373e+00
54;54;3.516373e+00
55;55;3.516373e+00
59;59;7.911840e+00
61;61;3.516373e+00
62;62;3.516373e+00
63;63;3.516373e+00
67;67;7.911840e+00
74;74;3.516373e+00
75;75;3.516373e+00
76;76;3.516373e+00
77;77;2.614459e+01
81;81;2.614459e+01
85;85;2.614459e+01
86;86;2.614459e+01
88;88;9.511840e+00
89;89;9.511840e+00
92;92;9.511840e+00
96;96;9.511840e+00
97;97;9.511840e+00
98;98;9.511840e+00
99;99;2.790277e+01
100;100;2.790277e+01
101;101;2.790277e+01
105;105;2.790277e+01
106;106;2.790277e+01
107;107;2.790277e+01
112;112;9.511840e+00
113;113;9.511840e+00
114;114;9.511840e+00
117;117;9.511840e+00
118;118;9.511840e+00
120;120;9.511840e+00
123;123;3.516373e+00
125;125;3.516373e+00
128;128;3.516373e+00
131;131;3.516373e+00
132;132;3.516373e+00
133;133;3.516373e+00
135;135;9.511840e+00
136;136;9.511840e+00
140;140;9.511840e+00
141;141;9.511840e+00
143;143;9.511840e+00
145;145;9.511840e+00
147;147;6.153653e+00
148;148;6.153653e+00
149;149;6.153653e+00
153;153;7.911840e+00
157;157;1.214282e+02
158;158;1.214282e+02
161;161;1.214282e+02
163;163;1.142821e+01
164;164;1.142821e+01
167;167;1.142821e+01
172;172;1.214282e+02
173;173;1.214282e+02
174;174;1.214282e+02
176;176;1.142821e+01
177;177;1.142821e+01
178;178;1.142821e+01
182;182;1.214282e+02
183;183;1.214282e+02
184;184;1.214282e+02
189;189;1.214282e+02
190;190;1.214282e+02
192;192;1.214282e+02
194;194;1.214282e+02
195;195;1.214282e+02
196;196;1.214282e+02
199;199;9.511840e+00
200;200;9.511840e+00
203;203;9.511840e+00
205;205;1.142821e+01
207;207;1.142821e+01
210;210;1.142821e+01
211;211;9.511840e+00
213;213;9.511840e+00
214;214;9.511840e+00
220;220;7.911840e+00
221;221;7.911840e+00
222;222;7.911840e+00
224;224;6.153653e+00
227;227;6.153653e+00
228;228;6.153653e+00
229;229;1.214282e+02
231;231;1.214282e+02
233;233;1.214282e+02
235;235;1.214282e+02
236;236;1.214282e+02
237;237;1.214282e+02
241;241;2.981914e+01
248;248;2.981914e+01
249;249;1.214282e+02
252;252;1.214282e+02
254;254;1.214282e+02
257;257;1.142821e+01
259;259;1.142821e+01
260;260;1.142821e+01
262;262;1.531447e+00
265;265;1.531447e+00
266;266;1.531447e+00
268;268;1.531447e+00
273;273;1.531447e+00
274;274;1.531447e+00
278;278;2.825657e+01
281;281;3.516373e+00
282;282;3.516373e+00
283;283;3.516373e+00
287;287;3.516373e+00
288;288;3.516373e+00
290;290;3.516373e+00
295;295;1.687003e+01
296;296;1.687003e+01
297;297;1.687003e+01
298;298;1.687003e+01
304;304;1.862821e+01
306;306;1.862821e+01
310;310;2.276224e+01
311;311;2.276224e+01
312;312;2.276224e+01
317;317;5.995467e+00
318;318;5.995467e+00
319;319;5.995467e+00
322;322;5.995467e+00
323;323;5.995467e+00
326;326;5.995467e+00
329;329;9.160202e+00
330;330;9.160202e+00
331;331;9.160202e+00
334;334;9.160202e+00
335;335;9.160202e+00
336;336;9.160202e+00
341;341;1.737985e+01
344;344;1.737985e+01
348;348;3.318744e+01
352;352;3.318744e+01
353;353;3.318744e+01
354;354;3.623334e+01
355;355;3.623334e+01
356;356;3.623334e+01
360;360;1.823334e+01
361;361;1.823334e+01
362;362;1.823334e+01
368;368;6.153653e+00
370;370;6.153653e+00
371;371;6.153653e+00
372;372;7.911840e+00
375;375;7.911840e+00
376;376;7.911840e+00
378;378;1.107658e+01
380;380;1.107658e+01
383;383;1.107658e+01
385;385;7.911840e+00
386;386;7.911840e+00
387;387;7.911840e+00
391;391;6.153653e+00
394;394;6.153653e+00
395;395;6.153653e+00
396;396;3.623334e+01
397;397;3.623334e+01
399;399;3.623334e+01
403;403;8.263477e+00
404;404;8.263477e+00
405;405;8.263477e+00
408;408;4.495348e+01
409;409;4.495348e+01
411;411;4.495348e+01
414;414;1.764466e+01
415;415;1.764466e+01
416;416;1.764466e+01
423;423;8.422028e+00
424;424;8.422028e+00
425;425;8.422028e+00
426;426;1.823334e+01
429;429;1.823334e+01
430;430;1.823334e+01
435;435;1.107658e+01
436;436;1.107658e+01
437;437;1.107658e+01
438;438;8.422028e+00
439;439;8.422028e+00
440;440;8.422028e+00
444;444;6.153653e+00
446;446;6.153653e+00
449;449;6.153653e+00
453;453;8.263477e+00
454;454;8.263477e+00
455;455;8.263477e+00
456;456;4.495348e+01
457;457;4.495348e+01
460;460;4.495348e+01
462;462;6.153653e+00
466;466;6.153653e+00
467;467;6.153653e+00
468;468;4.003014e+01
469;469;4.003014e+01
473;473;4.003014e+01
474;474;2.790277e+01
475;475;2.790277e+01
476;476;2.790277e+01
483;483;2.981914e+01
484;484;2.981914e+01
488;488;2.790277e+01
490;490;2.790277e+01
493;493;2.790277e+01
496;496;2.614459e+01
500;500;2.614459e+01
501;501;2.614459e+01
